accid,gene,uniprot_id,gene_synonym,gene_orfname,reviewed
Q92536,SLC7A6,YLAT2_HUMAN,KIAA0245,none,Y
Q92537,SUSD6,SUSD6_HUMAN,DRAGO,none,Y
Q92537,SUSD6,SUSD6_HUMAN,KIAA0247,none,Y
Q92538,GBF1,GBF1_HUMAN,KIAA0248,none,Y
Q92539,LPIN2,LPIN2_HUMAN,KIAA0249,none,Y
Q92540,SMG7,SMG7_HUMAN,EST1C,none,Y
Q92540,SMG7,SMG7_HUMAN,C1orf16,none,Y
Q92540,SMG7,SMG7_HUMAN,KIAA0250,none,Y
Q92541,RTF1,RTF1_HUMAN,KIAA0252,none,Y
Q92542,NCSTN,NICA_HUMAN,KIAA0253,UNQ1874/PRO4317,Y
Q92543,SNX19,SNX19_HUMAN,KIAA0254,none,Y
Q92544,TM9SF4,TM9S4_HUMAN,KIAA0255,none,Y
Q92544,TM9SF4,TM9S4_HUMAN,TUCAP1,none,Y
Q92545,TMEM131,TM131_HUMAN,RW1,none,Y
Q92545,TMEM131,TM131_HUMAN,KIAA0257,none,Y
Q92546,RGP1,RGP1_HUMAN,KIAA0258,none,Y
Q92547,TOPBP1,TOPB1_HUMAN,KIAA0259,none,Y
Q92551,IP6K1,IP6K1_HUMAN,KIAA0263,none,Y
Q92551,IP6K1,IP6K1_HUMAN,IHPK1,none,Y
Q92552,MRPS27,RT27_HUMAN,KIAA0264,none,Y
Q92556,ELMO1,ELMO1_HUMAN,KIAA0281,none,Y
Q92558,WASF1,WASF1_HUMAN,KIAA0269,none,Y
Q92558,WASF1,WASF1_HUMAN,SCAR1,none,Y
Q92558,WASF1,WASF1_HUMAN,WAVE1,none,Y
Q92560,BAP1,BAP1_HUMAN,KIAA0272,hucep-6,Y
Q92561,PHYHIP,PHYIP_HUMAN,KIAA0273,none,Y
Q92561,PHYHIP,PHYIP_HUMAN,DYRK1AP3,none,Y
Q92562,FIG4,FIG4_HUMAN,SAC3,none,Y
Q92562,FIG4,FIG4_HUMAN,KIAA0274,none,Y
Q92563,SPOCK2,TICN2_HUMAN,KIAA0275,UNQ269/PRO306,Y
Q92563,SPOCK2,TICN2_HUMAN,TICN2,UNQ269/PRO306,Y
Q92564,DCUN1D4,DCNL4_HUMAN,KIAA0276,none,Y
Q92565,RAPGEF5,RPGF5_HUMAN,MRGEF,none,Y
Q92565,RAPGEF5,RPGF5_HUMAN,GFR,none,Y
Q92565,RAPGEF5,RPGF5_HUMAN,KIAA0277,none,Y
Q92567,FAM168A,F168A_HUMAN,TCRP1,none,Y
Q92567,FAM168A,F168A_HUMAN,KIAA0280,none,Y
Q92569,PIK3R3,P55G_HUMAN,none,none,Y
Q92570,NR4A3,NR4A3_HUMAN,TEC,none,Y
Q92570,NR4A3,NR4A3_HUMAN,CHN,none,Y
Q92570,NR4A3,NR4A3_HUMAN,MINOR,none,Y
Q92570,NR4A3,NR4A3_HUMAN,NOR1,none,Y
Q92570,NR4A3,NR4A3_HUMAN,CSMF,none,Y
Q92572,AP3S1,AP3S1_HUMAN,CLAPS3,none,Y
Q92574,TSC1,TSC1_HUMAN,KIAA0243,none,Y
Q92574,TSC1,TSC1_HUMAN,TSC,none,Y
Q92575,UBXN4,UBXN4_HUMAN,KIAA0242,none,Y
Q92575,UBXN4,UBXN4_HUMAN,UBXD2,none,Y
Q92575,UBXN4,UBXN4_HUMAN,UBXDC1,none,Y
Q92576,PHF3,PHF3_HUMAN,KIAA0244,none,Y
Q92581,SLC9A6,SL9A6_HUMAN,NHE6,none,Y
Q92581,SLC9A6,SL9A6_HUMAN,KIAA0267,none,Y
Q92583,CCL17,CCL17_HUMAN,TARC,none,Y
Q92583,CCL17,CCL17_HUMAN,SCYA17,none,Y
Q92585,MAML1,MAML1_HUMAN,KIAA0200,none,Y
Q92597,NDRG1,NDRG1_HUMAN,RTP,none,Y
Q92597,NDRG1,NDRG1_HUMAN,CAP43,none,Y
Q92597,NDRG1,NDRG1_HUMAN,DRG1,none,Y
Q92598,HSPH1,HS105_HUMAN,KIAA0201,none,Y
Q92598,HSPH1,HS105_HUMAN,HSP110,none,Y
Q92598,HSPH1,HS105_HUMAN,HSP105,none,Y
Q92599,SEPTIN8,SEPT8_HUMAN,SEPT8,none,Y
Q92599,SEPTIN8,SEPT8_HUMAN,KIAA0202,none,Y
Q92600,CNOT9,CNOT9_HUMAN,RQCD1,none,Y
Q92600,CNOT9,CNOT9_HUMAN,RCD1,none,Y
Q92604,LPGAT1,LGAT1_HUMAN,KIAA0205,none,Y
Q92604,LPGAT1,LGAT1_HUMAN,FAM34A,none,Y
Q92608,DOCK2,DOCK2_HUMAN,KIAA0209,none,Y
Q92609,TBC1D5,TBCD5_HUMAN,KIAA0210,none,Y
Q92610,ZNF592,ZN592_HUMAN,KIAA0211,none,Y
Q92611,EDEM1,EDEM1_HUMAN,EDEM,none,Y
Q92611,EDEM1,EDEM1_HUMAN,KIAA0212,none,Y
Q92613,JADE3,JADE3_HUMAN,KIAA0215,none,Y
Q92613,JADE3,JADE3_HUMAN,PHF16,none,Y
Q92614,MYO18A,MY18A_HUMAN,KIAA0216,none,Y
Q92614,MYO18A,MY18A_HUMAN,MYSPDZ,none,Y
Q92614,MYO18A,MY18A_HUMAN,CD245,none,Y
Q92615,LARP4B,LAR4B_HUMAN,KIAA0217,none,Y
Q92615,LARP4B,LAR4B_HUMAN,LARP5,none,Y
Q92616,GCN1,GCN1_HUMAN,GCN1L1,none,Y
Q92616,GCN1,GCN1_HUMAN,KIAA0219,none,Y
Q92617,NPIPB3,NPIB3_HUMAN,KIAA0220,none,Y
Q92617,NPIPB3,NPIB3_HUMAN,NPIPL3,none,Y
Q92618,ZNF516,ZN516_HUMAN,KIAA0222,none,Y
Q92619,ARHGAP45,HMHA1_HUMAN,KIAA0223,none,Y
Q92619,ARHGAP45,HMHA1_HUMAN,HMHA1,none,Y
Q92620,DHX38,PRP16_HUMAN,DDX38,none,Y
Q92620,DHX38,PRP16_HUMAN,PRP16,none,Y
Q92620,DHX38,PRP16_HUMAN,KIAA0224,none,Y
Q92621,NUP205,NU205_HUMAN,C7orf14,none,Y
Q92621,NUP205,NU205_HUMAN,KIAA0225,none,Y
Q92622,RUBCN,RUBIC_HUMAN,KIAA0226,none,Y
Q92623,TTC9,TTC9A_HUMAN,KIAA0227,none,Y
Q92623,TTC9,TTC9A_HUMAN,TTC9A,none,Y
Q92624,APPBP2,APBP2_HUMAN,KIAA0228,none,Y
Q92624,APPBP2,APBP2_HUMAN,PAT1,none,Y
Q92625,ANKS1A,ANS1A_HUMAN,KIAA0229,none,Y
Q92625,ANKS1A,ANS1A_HUMAN,ODIN,none,Y
Q92625,ANKS1A,ANS1A_HUMAN,ANKS1,none,Y
Q92626,PXDN,PXDN_HUMAN,PRG2,none,Y
Q92626,PXDN,PXDN_HUMAN,MG50,none,Y
Q92626,PXDN,PXDN_HUMAN,KIAA0230,none,Y
Q92626,PXDN,PXDN_HUMAN,VPO,none,Y
Q92626,PXDN,PXDN_HUMAN,VPO1,none,Y
Q92628,KIAA0232,K0232_HUMAN,none,none,Y
Q92629,SGCD,SGCD_HUMAN,none,none,Y
Q92630,DYRK2,DYRK2_HUMAN,none,none,Y
Q92633,LPAR1,LPAR1_HUMAN,EDG2,none,Y
Q92633,LPAR1,LPAR1_HUMAN,LPA1,none,Y
Q92636,NSMAF,FAN_HUMAN,FAN,none,Y
Q92637,FCGR1B,FCGRB_HUMAN,IGFRB,none,Y
Q92643,PIGK,GPI8_HUMAN,GPI8,none,Y
Q92664,GTF3A,TF3A_HUMAN,none,none,Y
Q92665,MRPS31,RT31_HUMAN,IMOGN38,none,Y
Q92667,AKAP1,AKAP1_HUMAN,PRKA1,none,Y
Q92667,AKAP1,AKAP1_HUMAN,AKAP149,none,Y
Q92670,ZNF75CP,ZN75C_HUMAN,ZNF75C,none,Y
Q92673,SORL1,SORL_HUMAN,C11orf32,none,Y
Q92674,CENPI,CENPI_HUMAN,FSHPRH1,none,Y
Q92674,CENPI,CENPI_HUMAN,ICEN19,none,Y
Q92674,CENPI,CENPI_HUMAN,LRPR1,none,Y
Q92681,RSC1A1,RSCA1_HUMAN,none,none,Y
Q92685,ALG3,ALG3_HUMAN,NOT,none,Y
Q92685,ALG3,ALG3_HUMAN,NOT56L,none,Y
Q92686,NRGN,NEUG_HUMAN,none,none,Y
Q92688,ANP32B,AN32B_HUMAN,PHAPI2,none,Y
Q92688,ANP32B,AN32B_HUMAN,APRIL,none,Y
Q92692,NECTIN2,NECT2_HUMAN,PVRL2,none,Y
Q92692,NECTIN2,NECT2_HUMAN,PRR2,none,Y
Q92692,NECTIN2,NECT2_HUMAN,HVEB,none,Y
Q92696,RABGGTA,PGTA_HUMAN,none,none,Y
Q92698,RAD54L,RAD54_HUMAN,RAD54A,none,Y
Q92729,PTPRU,PTPRU_HUMAN,PCP2,none,Y
Q92729,PTPRU,PTPRU_HUMAN,FMI,none,Y
Q92729,PTPRU,PTPRU_HUMAN,PTPRO,none,Y
Q92730,RND1,RND1_HUMAN,RHO6,none,Y
Q92731,ESR2,ESR2_HUMAN,NR3A2,none,Y
Q92731,ESR2,ESR2_HUMAN,ESTRB,none,Y
Q92733,PRCC,PRCC_HUMAN,TPRC,none,Y
Q92734,TFG,TFG_HUMAN,none,none,Y
Q92736,RYR2,RYR2_HUMAN,none,none,Y
Q92737,RASL10A,RSLAA_HUMAN,RRP22,none,Y
Q92738,USP6NL,US6NL_HUMAN,KIAA0019,none,Y
Q92743,HTRA1,HTRA1_HUMAN,HTRA,none,Y
Q92743,HTRA1,HTRA1_HUMAN,PRSS11,none,Y
Q92747,ARPC1A,ARC1A_HUMAN,SOP2L,none,Y
Q92748,THRSP,THRSP_HUMAN,none,none,Y
Q92750,TAF4B,TAF4B_HUMAN,TAF2C2,none,Y
Q92750,TAF4B,TAF4B_HUMAN,TAFII105,none,Y
Q92752,TNR,TENR_HUMAN,none,none,Y
Q92753,RORB,RORB_HUMAN,RZRB,none,Y
Q92753,RORB,RORB_HUMAN,NR1F2,none,Y
Q92754,TFAP2C,AP2C_HUMAN,none,none,Y
Q92759,GTF2H4,TF2H4_HUMAN,none,none,Y
Q92764,KRT35,KRT35_HUMAN,KRTHA5,none,Y
Q92764,KRT35,KRT35_HUMAN,HHA5,none,Y
Q92764,KRT35,KRT35_HUMAN,HKA5,none,Y
Q92765,FRZB,SFRP3_HUMAN,FRZB1,none,Y
Q92765,FRZB,SFRP3_HUMAN,FRE,none,Y
Q92765,FRZB,SFRP3_HUMAN,FIZ,none,Y
Q92765,FRZB,SFRP3_HUMAN,SFRP3,none,Y
Q92765,FRZB,SFRP3_HUMAN,FRP,none,Y
Q92766,RREB1,RREB1_HUMAN,FINB,none,Y
Q92769,HDAC2,HDAC2_HUMAN,none,none,Y
Q92771,DDX12P,DDX12_HUMAN,DDX12,none,Y
Q92771,DDX12P,DDX12_HUMAN,CHLR2,none,Y
Q92772,CDKL2,CDKL2_HUMAN,none,none,Y
Q92777,SYN2,SYN2_HUMAN,none,none,Y
Q92781,RDH5,RDH5_HUMAN,SDR9C5,none,Y
Q92781,RDH5,RDH5_HUMAN,HSD17B9,none,Y
Q92781,RDH5,RDH5_HUMAN,RDH1,none,Y
Q92782,DPF1,DPF1_HUMAN,NEUD4,none,Y
Q92782,DPF1,DPF1_HUMAN,BAF45B,none,Y
Q92783,STAM,STAM1_HUMAN,STAM1,none,Y
Q92784,DPF3,DPF3_HUMAN,CERD4,none,Y
Q92784,DPF3,DPF3_HUMAN,BAF45C,none,Y
Q92785,DPF2,REQU_HUMAN,BAF45D,none,Y
Q92785,DPF2,REQU_HUMAN,REQ,none,Y
Q92785,DPF2,REQU_HUMAN,UBID4,none,Y
Q92786,PROX1,PROX1_HUMAN,none,none,Y
Q92791,P3H4,SC65_HUMAN,SC65,none,Y
Q92791,P3H4,SC65_HUMAN,LEPREL4,none,Y
Q92791,P3H4,SC65_HUMAN,NOL55,none,Y
Q92793,CREBBP,CBP_HUMAN,CBP,none,Y
Q92794,KAT6A,KAT6A_HUMAN,RUNXBP2,none,Y
Q92794,KAT6A,KAT6A_HUMAN,MYST3,none,Y
Q92794,KAT6A,KAT6A_HUMAN,ZNF220,none,Y
Q92794,KAT6A,KAT6A_HUMAN,MOZ,none,Y
Q92796,DLG3,DLG3_HUMAN,KIAA1232,none,Y
Q92797,SYMPK,SYMPK_HUMAN,SPK,none,Y
Q92800,EZH1,EZH1_HUMAN,KIAA0388,none,Y
Q92802,N4BP2L2,N42L2_HUMAN,CG005,none,Y
Q92802,N4BP2L2,N42L2_HUMAN,PFAAP5,none,Y
Q92804,TAF15,RBP56_HUMAN,RBP56,none,Y
Q92804,TAF15,RBP56_HUMAN,TAF2N,none,Y
Q92805,GOLGA1,GOGA1_HUMAN,none,none,Y
Q92806,KCNJ9,KCNJ9_HUMAN,GIRK3,none,Y
Q92813,DIO2,IOD2_HUMAN,ITDI2,none,Y
Q92813,DIO2,IOD2_HUMAN,TXDI2,none,Y
Q92817,EVPL,EVPL_HUMAN,none,none,Y
Q92819,HAS2,HYAS2_HUMAN,none,none,Y
Q92820,GGH,GGH_HUMAN,none,none,Y
Q92823,NRCAM,NRCAM_HUMAN,KIAA0343,none,Y
Q92824,PCSK5,PCSK5_HUMAN,PC6,none,Y
Q92824,PCSK5,PCSK5_HUMAN,PC5,none,Y
Q92826,HOXB13,HXB13_HUMAN,none,none,Y
Q92828,CORO2A,COR2A_HUMAN,IR10,none,Y
Q92828,CORO2A,COR2A_HUMAN,WDR2,none,Y
Q92830,KAT2A,KAT2A_HUMAN,GCN5L2,none,Y
Q92830,KAT2A,KAT2A_HUMAN,GCN5,none,Y
Q92831,KAT2B,KAT2B_HUMAN,PCAF,none,Y
Q92832,NELL1,NELL1_HUMAN,NRP1,none,Y
Q92833,JARID2,JARD2_HUMAN,JMJ,none,Y
Q92834,RPGR,RPGR_HUMAN,RP3,none,Y
Q92834,RPGR,RPGR_HUMAN,XLRP3,none,Y
Q92835,INPP5D,SHIP1_HUMAN,SHIP1,none,Y
Q92835,INPP5D,SHIP1_HUMAN,SHIP,none,Y
Q92837,FRAT1,FRAT1_HUMAN,none,none,Y
Q92838,EDA,EDA_HUMAN,ED1,none,Y
Q92838,EDA,EDA_HUMAN,EDA2,none,Y
Q92839,HAS1,HYAS1_HUMAN,HAS,none,Y
Q92841,DDX17,DDX17_HUMAN,none,none,Y
Q92843,BCL2L2,B2CL2_HUMAN,BCLW,none,Y
Q92843,BCL2L2,B2CL2_HUMAN,KIAA0271,none,Y
Q92844,TANK,TANK_HUMAN,ITRAF,none,Y
Q92844,TANK,TANK_HUMAN,TRAF2,none,Y
Q92845,KIFAP3,KIFA3_HUMAN,SMAP,none,Y
Q92845,KIFAP3,KIFA3_HUMAN,KIF3AP,none,Y
Q92847,GHSR,GHSR_HUMAN,none,none,Y
Q92851,CASP10,CASPA_HUMAN,MCH4,none,Y
Q92854,SEMA4D,SEM4D_HUMAN,CD100,none,Y
Q92854,SEMA4D,SEM4D_HUMAN,SEMAJ,none,Y
Q92854,SEMA4D,SEM4D_HUMAN,C9orf164,none,Y
Q92858,ATOH1,ATOH1_HUMAN,BHLHA14,none,Y
Q92858,ATOH1,ATOH1_HUMAN,ATH1,none,Y
Q92859,NEO1,NEO1_HUMAN,NGN,none,Y
Q92859,NEO1,NEO1_HUMAN,IGDCC2,none,Y
Q92870,APBB2,APBB2_HUMAN,FE65L,none,Y
Q92870,APBB2,APBB2_HUMAN,FE65L1,none,Y
Q92871,PMM1,PMM1_HUMAN,PMMH22,none,Y
Q92874,DNASE1L2,DNSL2_HUMAN,DHP1,none,Y
Q92874,DNASE1L2,DNSL2_HUMAN,DNAS1L2,none,Y
Q92876,KLK6,KLK6_HUMAN,PRSS9,none,Y
Q92876,KLK6,KLK6_HUMAN,PRSS18,none,Y
Q92878,RAD50,RAD50_HUMAN,none,none,Y
Q92879,CELF1,CELF1_HUMAN,NAB50,none,Y
Q92879,CELF1,CELF1_HUMAN,BRUNOL2,none,Y
Q92879,CELF1,CELF1_HUMAN,CUGBP,none,Y
Q92879,CELF1,CELF1_HUMAN,CUGBP1,none,Y
Q92882,OSTF1,OSTF1_HUMAN,none,none,Y
Q92886,NEUROG1,NGN1_HUMAN,NGN1,none,Y
Q92886,NEUROG1,NGN1_HUMAN,BHLHA6,none,Y
Q92886,NEUROG1,NGN1_HUMAN,NEUROD3,none,Y
Q92886,NEUROG1,NGN1_HUMAN,NGN,none,Y
Q92887,ABCC2,MRP2_HUMAN,MRP2,none,Y
Q92887,ABCC2,MRP2_HUMAN,CMOAT,none,Y
Q92887,ABCC2,MRP2_HUMAN,CMRP,none,Y
Q92887,ABCC2,MRP2_HUMAN,CMOAT1,none,Y
Q92888,ARHGEF1,ARHG1_HUMAN,none,none,Y
Q92889,ERCC4,XPF_HUMAN,XPF,none,Y
Q92889,ERCC4,XPF_HUMAN,ERCC11,none,Y
Q92890,UFD1,UFD1_HUMAN,UFD1L,none,Y
Q92896,GLG1,GSLG1_HUMAN,CFR1,none,Y
Q92896,GLG1,GSLG1_HUMAN,MG160,none,Y
Q92896,GLG1,GSLG1_HUMAN,ESL1,none,Y
Q92900,UPF1,RENT1_HUMAN,RENT1,none,Y
Q92900,UPF1,RENT1_HUMAN,KIAA0221,none,Y
Q92901,RPL3L,RL3L_HUMAN,none,none,Y
Q92902,HPS1,HPS1_HUMAN,HPS,none,Y
Q92903,CDS1,CDS1_HUMAN,CDS,none,Y
Q92904,DAZL,DAZL_HUMAN,DAZL1,none,Y
Q92904,DAZL,DAZL_HUMAN,DAZLA,none,Y
Q92904,DAZL,DAZL_HUMAN,SPGYLA,none,Y
Q92904,DAZL,DAZL_HUMAN,DAZH,none,Y
Q92905,COPS5,CSN5_HUMAN,JAB1,none,Y
Q92905,COPS5,CSN5_HUMAN,CSN5,none,Y
Q92908,GATA6,GATA6_HUMAN,none,none,Y
Q92911,SLC5A5,SC5A5_HUMAN,NIS,none,Y
Q92913,FGF13,FGF13_HUMAN,FHF2,none,Y
Q92914,FGF11,FGF11_HUMAN,FHF3,none,Y
Q92915,FGF14,FGF14_HUMAN,FHF4,none,Y
Q92917,GPKOW,GPKOW_HUMAN,GPATCH5,none,Y
Q92917,GPKOW,GPKOW_HUMAN,GPATC5,none,Y
Q92917,GPKOW,GPKOW_HUMAN,T54,none,Y
Q92918,MAP4K1,M4K1_HUMAN,HPK1,none,Y
Q92922,SMARCC1,SMRC1_HUMAN,BAF155,none,Y
Q92925,SMARCD2,SMRD2_HUMAN,BAF60B,PRO2451,Y
Q92928,RAB1C,RAB1C_HUMAN,none,none,Y
Q92930,RAB8B,RAB8B_HUMAN,none,none,Y
Q92932,PTPRN2,PTPR2_HUMAN,KIAA0387,none,Y
Q92934,BAD,BAD_HUMAN,BBC6,none,Y
Q92934,BAD,BAD_HUMAN,BCL2L8,none,Y
Q92935,EXTL1,EXTL1_HUMAN,EXTL,none,Y
Q92945,KHSRP,FUBP2_HUMAN,FUBP2,none,Y
Q92947,GCDH,GCDH_HUMAN,none,none,Y
Q92949,FOXJ1,FOXJ1_HUMAN,FKHL13,none,Y
Q92949,FOXJ1,FOXJ1_HUMAN,HFH4,none,Y
Q92952,KCNN1,KCNN1_HUMAN,SK,none,Y
Q92953,KCNB2,KCNB2_HUMAN,none,none,Y
Q92954,PRG4,PRG4_HUMAN,SZP,none,Y
Q92954,PRG4,PRG4_HUMAN,MSF,none,Y
Q92956,TNFRSF14,TNR14_HUMAN,HVEM,UNQ329/PRO509,Y
Q92956,TNFRSF14,TNR14_HUMAN,HVEA,UNQ329/PRO509,Y
Q92959,SLCO2A1,SO2A1_HUMAN,SLC21A2,none,Y
Q92959,SLCO2A1,SO2A1_HUMAN,OATP2A1,none,Y
Q92963,RIT1,RIT1_HUMAN,ROC1,none,Y
Q92963,RIT1,RIT1_HUMAN,RIT,none,Y
Q92963,RIT1,RIT1_HUMAN,RIBB,none,Y
Q92966,SNAPC3,SNPC3_HUMAN,SNAP50,none,Y
Q92968,PEX13,PEX13_HUMAN,none,none,Y
Q92973,TNPO1,TNPO1_HUMAN,MIP1,none,Y
Q92973,TNPO1,TNPO1_HUMAN,TRN,none,Y
Q92973,TNPO1,TNPO1_HUMAN,KPNB2,none,Y
Q92974,ARHGEF2,ARHG2_HUMAN,LFP40,none,Y
Q92974,ARHGEF2,ARHG2_HUMAN,KIAA0651,none,Y
Q92979,EMG1,NEP1_HUMAN,C2F,none,Y
Q92982,NINJ1,NINJ1_HUMAN,none,none,Y
Q92985,IRF7,IRF7_HUMAN,none,none,Y
Q92988,DLX4,DLX4_HUMAN,DLX8,none,Y
Q92988,DLX4,DLX4_HUMAN,DLX9,none,Y
Q92988,DLX4,DLX4_HUMAN,BP1,none,Y
Q92988,DLX4,DLX4_HUMAN,DLX7,none,Y
Q92989,CLP1,CLP1_HUMAN,HEAB,none,Y
Q92990,GLMN,GLMN_HUMAN,FAP68,none,Y
Q92990,GLMN,GLMN_HUMAN,FAP48,none,Y
Q92990,GLMN,GLMN_HUMAN,VMGLOM,none,Y
Q92993,KAT5,KAT5_HUMAN,TIP60,none,Y
Q92993,KAT5,KAT5_HUMAN,HTATIP,none,Y
Q92994,BRF1,TF3B_HUMAN,TAF3C,none,Y
Q92994,BRF1,TF3B_HUMAN,BRF,none,Y
Q92994,BRF1,TF3B_HUMAN,TAF3B2,none,Y
Q92994,BRF1,TF3B_HUMAN,GTF3B,none,Y
Q92995,USP13,UBP13_HUMAN,ISOT3,none,Y
Q92997,DVL3,DVL3_HUMAN,KIAA0208,none,Y
Q93008,USP9X,USP9X_HUMAN,DFFRX,none,Y
Q93008,USP9X,USP9X_HUMAN,FAM,none,Y
Q93008,USP9X,USP9X_HUMAN,USP9,none,Y
Q93009,USP7,UBP7_HUMAN,HAUSP,none,Y
Q93015,NAA80,NAA80_HUMAN,FUS2,none,Y
Q93015,NAA80,NAA80_HUMAN,NAT6,none,Y
Q93033,CD101,IGSF2_HUMAN,EWI101,none,Y
Q93033,CD101,IGSF2_HUMAN,V7,none,Y
Q93033,CD101,IGSF2_HUMAN,IGSF2,none,Y
Q93034,CUL5,CUL5_HUMAN,VACM1,none,Y
Q93038,TNFRSF25,TNR25_HUMAN,WSL1,UNQ455/PRO779,Y
Q93038,TNFRSF25,TNR25_HUMAN,TNFRSF12,UNQ455/PRO779,Y
Q93038,TNFRSF25,TNR25_HUMAN,DR3,UNQ455/PRO779,Y
Q93038,TNFRSF25,TNR25_HUMAN,APO3,UNQ455/PRO779,Y
Q93038,TNFRSF25,TNR25_HUMAN,DDR3,UNQ455/PRO779,Y
Q93038,TNFRSF25,TNR25_HUMAN,WSL,UNQ455/PRO779,Y
Q93045,STMN2,STMN2_HUMAN,SCG10,none,Y
Q93045,STMN2,STMN2_HUMAN,SCGN10,none,Y
Q93050,ATP6V0A1,VPP1_HUMAN,ATP6N1A,none,Y
Q93050,ATP6V0A1,VPP1_HUMAN,VPP1,none,Y
Q93050,ATP6V0A1,VPP1_HUMAN,ATP6N1,none,Y
Q93052,LPP,LPP_HUMAN,none,none,Y
Q93062,RBPMS,RBPMS_HUMAN,HERMES,none,Y
Q93063,EXT2,EXT2_HUMAN,none,none,Y
Q93070,ART4,NAR4_HUMAN,DO,none,Y
Q93070,ART4,NAR4_HUMAN,DOK1,none,Y
Q93073,SECISBP2L,SBP2L_HUMAN,KIAA0256,none,Y
Q93074,MED12,MED12_HUMAN,TNRC11,none,Y
Q93074,MED12,MED12_HUMAN,ARC240,none,Y
Q93074,MED12,MED12_HUMAN,CAGH45,none,Y
Q93074,MED12,MED12_HUMAN,KIAA0192,none,Y
Q93074,MED12,MED12_HUMAN,HOPA,none,Y
Q93074,MED12,MED12_HUMAN,TRAP230,none,Y
Q93075,TATDN2,TATD2_HUMAN,KIAA0218,none,Y
Q93077,HIST1H2AC,H2A1C_HUMAN,H2AFL,none,Y
Q93079,HIST1H2BH,H2B1H_HUMAN,H2BFJ,none,Y
Q93083,MT1L,MT1L_HUMAN,none,none,Y
Q93084,ATP2A3,AT2A3_HUMAN,none,none,Y
Q93086,P2RX5,P2RX5_HUMAN,P2X5,none,Y
Q93088,BHMT,BHMT1_HUMAN,none,none,Y
Q93091,RNASE6,RNAS6_HUMAN,RNS6,none,Y
Q93096,PTP4A1,TP4A1_HUMAN,PRL1,none,Y
Q93096,PTP4A1,TP4A1_HUMAN,PTPCAAX1,none,Y
Q93097,WNT2B,WNT2B_HUMAN,WNT13,none,Y
Q93098,WNT8B,WNT8B_HUMAN,none,none,Y
Q93099,HGD,HGD_HUMAN,HGO,none,Y
Q93100,PHKB,KPBB_HUMAN,none,none,Y
Q95460,MR1,HMR1_HUMAN,none,none,Y
Q95IE3,HLA-DRB1,2B1C_HUMAN,none,none,Y
Q969D9,TSLP,TSLP_HUMAN,none,none,Y
Q969E1,LEAP2,LEAP2_HUMAN,none,none,Y
Q969E2,SCAMP4,SCAM4_HUMAN,none,none,Y
Q969E3,UCN3,UCN3_HUMAN,SPC,none,Y
Q969E4,TCEAL3,TCAL3_HUMAN,none,MSTP072,Y
Q969E8,TSR2,TSR2_HUMAN,none,none,Y
Q969F0,FATE1,FATE1_HUMAN,FATE,none,Y
Q969F1,GTF3C6,TF3C6_HUMAN,C6orf51,CDA020,Y
Q969F1,GTF3C6,TF3C6_HUMAN,C6orf51,NPD020,Y
Q969F2,NKD2,NKD2_HUMAN,none,none,Y
Q969F8,KISS1R,KISSR_HUMAN,AXOR12,none,Y
Q969F8,KISS1R,KISSR_HUMAN,GPR54,none,Y
Q969F9,HPS3,HPS3_HUMAN,none,none,Y
Q969G2,LHX4,LHX4_HUMAN,none,none,Y
Q969G3,SMARCE1,SMCE1_HUMAN,BAF57,none,Y
Q969G5,CAVIN3,CAVN3_HUMAN,SRBC,none,Y
Q969G5,CAVIN3,CAVN3_HUMAN,PRKCDBP,none,Y
Q969G6,RFK,RIFK_HUMAN,none,none,Y
Q969G9,NKD1,NKD1_HUMAN,NKD,PP7246,Y
Q969H0,FBXW7,FBXW7_HUMAN,FBW7,none,Y
Q969H0,FBXW7,FBXW7_HUMAN,SEL10,none,Y
Q969H0,FBXW7,FBXW7_HUMAN,FBX30,none,Y
Q969H4,CNKSR1,CNKR1_HUMAN,CNK1,none,Y
Q969H6,POP5,POP5_HUMAN,none,AD-008,Y
Q969H6,POP5,POP5_HUMAN,none,HSPC004,Y
Q969H6,POP5,POP5_HUMAN,none,x0003,Y
Q969H8,MYDGF,MYDGF_HUMAN,C19orf10,none,Y
Q969H9,DIRC1,DIRC1_HUMAN,none,none,Y
Q969I3,GLYATL1,GLYL1_HUMAN,GNAT,none,Y
Q969I6,SLC38A4,S38A4_HUMAN,ATA3,none,Y
Q969I6,SLC38A4,S38A4_HUMAN,SNAT4,none,Y
Q969I6,SLC38A4,S38A4_HUMAN,NAT3,none,Y
Q969J2,ZKSCAN4,ZKSC4_HUMAN,ZNF307,none,Y
Q969J2,ZKSCAN4,ZKSC4_HUMAN,ZNF427,none,Y
Q969J3,BORCS5,BORC5_HUMAN,LOH12CR1,none,Y
Q969J5,IL22RA2,I22R2_HUMAN,none,UNQ5793/PRO19598/PRO19822,Y
Q969K3,RNF34,RNF34_HUMAN,none,none,Y
Q969K4,ABTB1,ABTB1_HUMAN,BPOZ,PP2259,Y
Q969K7,TMEM54,TMM54_HUMAN,CAC1,none,Y
Q969K7,TMEM54,TMM54_HUMAN,BCLP,none,Y
Q969L2,MAL2,MAL2_HUMAN,none,none,Y
Q969L4,LSM10,LSM10_HUMAN,none,none,Y
Q969M1,TOMM40L,TM40L_HUMAN,TOMM40B,none,Y
Q969M2,GJA10,CXA10_HUMAN,CX62,none,Y
