accid,gene,uniprot_id,gene_synonym,gene_orfname,reviewed
O14975,SLC27A2,S27A2_HUMAN,ACSVL1,none,Y
O14975,SLC27A2,S27A2_HUMAN,VLACS,none,Y
O14976,GAK,GAK_HUMAN,none,none,Y
O14977,AZIN1,AZIN1_HUMAN,OAZI,none,Y
O14977,AZIN1,AZIN1_HUMAN,OAZIN,none,Y
O14978,ZNF263,ZN263_HUMAN,FPM315,none,Y
O14978,ZNF263,ZN263_HUMAN,ZKSCAN12,none,Y
O14979,HNRNPDL,HNRDL_HUMAN,HNRPDL,none,Y
O14979,HNRNPDL,HNRDL_HUMAN,JKTBP,none,Y
O14980,XPO1,XPO1_HUMAN,CRM1,none,Y
O14981,BTAF1,BTAF1_HUMAN,TAF172,none,Y
O14983,ATP2A1,AT2A1_HUMAN,none,none,Y
O14986,PIP5K1B,PI51B_HUMAN,STM7,none,Y
O14990,PPP1R2C,IPP2C_HUMAN,PPP1R2P9,none,Y
O14994,SYN3,SYN3_HUMAN,none,none,Y
O15013,ARHGEF10,ARHGA_HUMAN,KIAA0294,none,Y
O15014,ZNF609,ZN609_HUMAN,KIAA0295,none,Y
O15015,ZNF646,ZN646_HUMAN,KIAA0296,none,Y
O15016,TRIM66,TRI66_HUMAN,C11orf29,none,Y
O15016,TRIM66,TRI66_HUMAN,KIAA0298,none,Y
O15018,PDZD2,PDZD2_HUMAN,KIAA0300,none,Y
O15018,PDZD2,PDZD2_HUMAN,PDZK3,none,Y
O15018,PDZD2,PDZD2_HUMAN,AIPC,none,Y
O15020,SPTBN2,SPTN2_HUMAN,KIAA0302,none,Y
O15020,SPTBN2,SPTN2_HUMAN,SCA5,none,Y
O15021,MAST4,MAST4_HUMAN,KIAA0303,none,Y
O15027,SEC16A,SC16A_HUMAN,SEC16L,none,Y
O15027,SEC16A,SC16A_HUMAN,SEC16,none,Y
O15027,SEC16A,SC16A_HUMAN,KIAA0310,none,Y
O15031,PLXNB2,PLXB2_HUMAN,KIAA0315,none,Y
O15033,AREL1,AREL1_HUMAN,KIAA0317,none,Y
O15034,RIMBP2,RIMB2_HUMAN,RBP2,none,Y
O15034,RIMBP2,RIMB2_HUMAN,KIAA0318,none,Y
O15037,KHNYN,KHNYN_HUMAN,KIAA0323,none,Y
O15040,TECPR2,TCPR2_HUMAN,KIAA0297,none,Y
O15040,TECPR2,TCPR2_HUMAN,KIAA0329,none,Y
O15041,SEMA3E,SEM3E_HUMAN,KIAA0331,none,Y
O15041,SEMA3E,SEM3E_HUMAN,SEMAH,none,Y
O15042,U2SURP,SR140_HUMAN,KIAA0332,none,Y
O15042,U2SURP,SR140_HUMAN,SR140,none,Y
O15047,SETD1A,SET1A_HUMAN,KIAA0339,none,Y
O15047,SETD1A,SET1A_HUMAN,SET1A,none,Y
O15047,SETD1A,SET1A_HUMAN,SET1,none,Y
O15047,SETD1A,SET1A_HUMAN,KMT2F,none,Y
O15049,N4BP3,N4BP3_HUMAN,KIAA0341,none,Y
O15050,TRANK1,TRNK1_HUMAN,LBA1,none,Y
O15050,TRANK1,TRNK1_HUMAN,KIAA0342,none,Y
O15054,KDM6B,KDM6B_HUMAN,KIAA0346,none,Y
O15054,KDM6B,KDM6B_HUMAN,JMJD3,none,Y
O15055,PER2,PER2_HUMAN,KIAA0347,none,Y
O15056,SYNJ2,SYNJ2_HUMAN,KIAA0348,none,Y
O15060,ZBTB39,ZBT39_HUMAN,KIAA0352,none,Y
O15061,SYNM,SYNEM_HUMAN,DMN,none,Y
O15061,SYNM,SYNEM_HUMAN,SYN,none,Y
O15061,SYNM,SYNEM_HUMAN,KIAA0353,none,Y
O15062,ZBTB5,ZBTB5_HUMAN,KIAA0354,none,Y
O15063,KIAA0355,K0355_HUMAN,none,none,Y
O15066,KIF3B,KIF3B_HUMAN,KIAA0359,none,Y
O15067,PFAS,PUR4_HUMAN,KIAA0361,none,Y
O15068,MCF2L,MCF2L_HUMAN,KIAA0362,none,Y
O15068,MCF2L,MCF2L_HUMAN,OST,none,Y
O15069,NACAD,NACAD_HUMAN,KIAA0363,none,Y
O15072,ADAMTS3,ATS3_HUMAN,KIAA0366,none,Y
O15075,DCLK1,DCLK1_HUMAN,DCDC3A,none,Y
O15075,DCLK1,DCLK1_HUMAN,DCAMKL1,none,Y
O15075,DCLK1,DCLK1_HUMAN,KIAA0369,none,Y
O15078,CEP290,CE290_HUMAN,NPHP6,none,Y
O15078,CEP290,CE290_HUMAN,BBS14,none,Y
O15078,CEP290,CE290_HUMAN,KIAA0373,none,Y
O15079,SNPH,SNPH_HUMAN,KIAA0374,none,Y
O15083,ERC2,ERC2_HUMAN,KIAA0378,none,Y
O15084,ANKRD28,ANR28_HUMAN,KIAA0379,none,Y
O15085,ARHGEF11,ARHGB_HUMAN,KIAA0380,none,Y
O15090,ZNF536,ZN536_HUMAN,KIAA0390,none,Y
O15091,PRORP,MRPP3_HUMAN,MRPP3,none,Y
O15091,PRORP,MRPP3_HUMAN,KIAA0391,none,Y
O15105,SMAD7,SMAD7_HUMAN,MADH7,none,Y
O15105,SMAD7,SMAD7_HUMAN,MADH8,none,Y
O15111,CHUK,IKKA_HUMAN,TCF16,none,Y
O15111,CHUK,IKKA_HUMAN,IKKA,none,Y
O15116,LSM1,LSM1_HUMAN,CASM,none,Y
O15117,FYB1,FYB1_HUMAN,FYB,none,Y
O15117,FYB1,FYB1_HUMAN,SLAP130,none,Y
O15118,NPC1,NPC1_HUMAN,none,none,Y
O15119,TBX3,TBX3_HUMAN,none,none,Y
O15120,AGPAT2,PLCB_HUMAN,none,none,Y
O15121,DEGS1,DEGS1_HUMAN,DES1,MIG15,Y
O15121,DEGS1,DEGS1_HUMAN,MLD,MIG15,Y
O15123,ANGPT2,ANGP2_HUMAN,none,none,Y
O15126,SCAMP1,SCAM1_HUMAN,SCAMP,none,Y
O15127,SCAMP2,SCAM2_HUMAN,none,none,Y
O15130,NPFF,NPFF_HUMAN,none,none,Y
O15131,KPNA5,IMA6_HUMAN,none,none,Y
O15143,ARPC1B,ARC1B_HUMAN,ARC41,none,Y
O15144,ARPC2,ARPC2_HUMAN,ARC34,PRO2446,Y
O15145,ARPC3,ARPC3_HUMAN,ARC21,none,Y
O15146,MUSK,MUSK_HUMAN,none,none,Y
O15151,MDM4,MDM4_HUMAN,MDMX,none,Y
O15155,BET1,BET1_HUMAN,none,none,Y
O15156,ZBTB7B,ZBT7B_HUMAN,ZNF857B,none,Y
O15156,ZBTB7B,ZBT7B_HUMAN,ZFP67,none,Y
O15156,ZBTB7B,ZBT7B_HUMAN,ZBTB15,none,Y
O15160,POLR1C,RPAC1_HUMAN,POLR1E,none,Y
O15162,PLSCR1,PLS1_HUMAN,none,none,Y
O15164,TRIM24,TIF1A_HUMAN,TIF1,none,Y
O15164,TRIM24,TIF1A_HUMAN,RNF82,none,Y
O15164,TRIM24,TIF1A_HUMAN,TIF1A,none,Y
O15165,LDLRAD4,LRAD4_HUMAN,C18orf1,none,Y
O15169,AXIN1,AXIN1_HUMAN,AXIN,none,Y
O15172,PSPHP1,PSPHL_HUMAN,CO9,none,Y
O15172,PSPHP1,PSPHL_HUMAN,PSPHL,none,Y
O15173,PGRMC2,PGRC2_HUMAN,PMBP,none,Y
O15173,PGRMC2,PGRC2_HUMAN,DG6,none,Y
O15178,TBXT,TBXT_HUMAN,T,none,Y
O15182,CETN3,CETN3_HUMAN,CEN3,none,Y
O15194,CTDSPL,CTDSL_HUMAN,YA22,none,Y
O15194,CTDSPL,CTDSL_HUMAN,SCP3,none,Y
O15194,CTDSPL,CTDSL_HUMAN,C3orf8,none,Y
O15194,CTDSPL,CTDSL_HUMAN,NIFL,none,Y
O15194,CTDSPL,CTDSL_HUMAN,NIF1,none,Y
O15195,VILL,VILL_HUMAN,none,none,Y
O15197,EPHB6,EPHB6_HUMAN,none,none,Y
O15198,SMAD9,SMAD9_HUMAN,MADH9,none,Y
O15198,SMAD9,SMAD9_HUMAN,SMAD8,none,Y
O15198,SMAD9,SMAD9_HUMAN,MADH6,none,Y
O15204,ADAMDEC1,ADEC1_HUMAN,none,none,Y
O15205,UBD,UBD_HUMAN,FAT10,none,Y
O15209,ZBTB22,ZBT22_HUMAN,BING1,none,Y
O15209,ZBTB22,ZBT22_HUMAN,ZBTB22A,none,Y
O15209,ZBTB22,ZBT22_HUMAN,ZNF297,none,Y
O15211,RGL2,RGL2_HUMAN,RAB2L,none,Y
O15212,PFDN6,PFD6_HUMAN,HKE2,none,Y
O15212,PFDN6,PFD6_HUMAN,PFD6,none,Y
O15213,WDR46,WDR46_HUMAN,BING4,FP221,Y
O15213,WDR46,WDR46_HUMAN,C6orf11,FP221,Y
O15217,GSTA4,GSTA4_HUMAN,none,none,Y
O15218,GPR182,GP182_HUMAN,ADMR,none,Y
O15225,INE1,INE1_HUMAN,DXS6974E,none,Y
O15226,NKRF,NKRF_HUMAN,NRF,none,Y
O15226,NKRF,NKRF_HUMAN,ITBA4,none,Y
O15228,GNPAT,GNPAT_HUMAN,DAPAT,none,Y
O15228,GNPAT,GNPAT_HUMAN,DHAPAT,none,Y
O15229,KMO,KMO_HUMAN,none,none,Y
O15230,LAMA5,LAMA5_HUMAN,KIAA0533,none,Y
O15230,LAMA5,LAMA5_HUMAN,KIAA1907,none,Y
O15231,ZNF185,ZN185_HUMAN,none,none,Y
O15232,MATN3,MATN3_HUMAN,none,none,Y
O15234,CASC3,CASC3_HUMAN,MLN51,none,Y
O15235,MRPS12,RT12_HUMAN,RPSM12,none,Y
O15235,MRPS12,RT12_HUMAN,RPMS12,none,Y
O15239,NDUFA1,NDUA1_HUMAN,none,none,Y
O15240,VGF,VGF_HUMAN,none,none,Y
O15243,LEPROT,OBRG_HUMAN,LEPR,none,Y
O15243,LEPROT,OBRG_HUMAN,OBR,none,Y
O15244,SLC22A2,S22A2_HUMAN,OCT2,none,Y
O15245,SLC22A1,S22A1_HUMAN,OCT1,none,Y
O15247,CLIC2,CLIC2_HUMAN,none,none,Y
O15254,ACOX3,ACOX3_HUMAN,PRCOX,none,Y
O15254,ACOX3,ACOX3_HUMAN,BRCOX,none,Y
O15255,RTL8C,CXX1_HUMAN,FAM127A,hucep-5,Y
O15255,RTL8C,CXX1_HUMAN,MAR8,hucep-5,Y
O15255,RTL8C,CXX1_HUMAN,CXX1,hucep-5,Y
O15255,RTL8C,CXX1_HUMAN,MART8,hucep-5,Y
O15255,RTL8C,CXX1_HUMAN,MAR8C,hucep-5,Y
O15258,RER1,RER1_HUMAN,none,none,Y
O15259,NPHP1,NPHP1_HUMAN,NPH1,none,Y
O15260,SURF4,SURF4_HUMAN,SURF-4,none,Y
O15263,DEFB4B,DFB4A_HUMAN,DEFB102,none,Y
O15263,DEFB4A,DFB4A_HUMAN,DEFB102,none,Y
O15263,DEFB4A,DFB4A_HUMAN,DEFB2,none,Y
O15263,DEFB4A,DFB4A_HUMAN,DEFB4,none,Y
O15263,DEFB4B,DFB4A_HUMAN,DEFB2,none,Y
O15263,DEFB4B,DFB4A_HUMAN,DEFB4,none,Y
O15264,MAPK13,MK13_HUMAN,PRKM13,none,Y
O15264,MAPK13,MK13_HUMAN,SAPK4,none,Y
O15265,ATXN7,ATX7_HUMAN,SCA7,none,Y
O15266,SHOX,SHOX_HUMAN,PHOG,none,Y
O15269,SPTLC1,SPTC1_HUMAN,LCB1,none,Y
O15270,SPTLC2,SPTC2_HUMAN,KIAA0526,none,Y
O15270,SPTLC2,SPTC2_HUMAN,LCB2,none,Y
O15273,TCAP,TELT_HUMAN,none,none,Y
O15287,FANCG,FANCG_HUMAN,XRCC9,none,Y
O15294,OGT,OGT1_HUMAN,none,none,Y
O15296,ALOX15B,LX15B_HUMAN,none,none,Y
O15297,PPM1D,PPM1D_HUMAN,WIP1,none,Y
O15303,GRM6,GRM6_HUMAN,GPRC1F,none,Y
O15303,GRM6,GRM6_HUMAN,MGLUR6,none,Y
O15304,SIVA1,SIVA_HUMAN,SIVA,none,Y
O15305,PMM2,PMM2_HUMAN,none,none,Y
O15315,RAD51B,RA51B_HUMAN,RAD51L1,none,Y
O15315,RAD51B,RA51B_HUMAN,REC2,none,Y
O15318,POLR3G,RPC7_HUMAN,none,none,Y
O15321,TM9SF1,TM9S1_HUMAN,none,none,Y
O15327,INPP4B,INP4B_HUMAN,none,none,Y
O15335,CHAD,CHAD_HUMAN,SLRR4A,none,Y
O15342,ATP6V0E1,VA0E1_HUMAN,ATP6V0E,none,Y
O15342,ATP6V0E1,VA0E1_HUMAN,ATP6H,none,Y
O15344,MID1,TRI18_HUMAN,FXY,none,Y
O15344,MID1,TRI18_HUMAN,RNF59,none,Y
O15344,MID1,TRI18_HUMAN,TRIM18,none,Y
O15344,MID1,TRI18_HUMAN,XPRF,none,Y
O15347,HMGB3,HMGB3_HUMAN,HMG2A,none,Y
O15347,HMGB3,HMGB3_HUMAN,HMG4,none,Y
O15350,TP73,P73_HUMAN,P73,none,Y
O15353,FOXN1,FOXN1_HUMAN,WHN,none,Y
O15353,FOXN1,FOXN1_HUMAN,RONU,none,Y
O15354,GPR37,GPR37_HUMAN,none,none,Y
O15355,PPM1G,PPM1G_HUMAN,PPM1C,none,Y
O15357,INPPL1,SHIP2_HUMAN,SHIP2,none,Y
O15360,FANCA,FANCA_HUMAN,FACA,none,Y
O15360,FANCA,FANCA_HUMAN,FAA,none,Y
O15360,FANCA,FANCA_HUMAN,FANCH,none,Y
O15370,SOX12,SOX12_HUMAN,SOX22,none,Y
O15371,EIF3D,EIF3D_HUMAN,EIF3S7,none,Y
O15372,EIF3H,EIF3H_HUMAN,EIF3S3,none,Y
O15374,SLC16A4,MOT5_HUMAN,MCT4,none,Y
O15374,SLC16A4,MOT5_HUMAN,MCT5,none,Y
O15375,SLC16A5,MOT6_HUMAN,MCT5,none,Y
O15375,SLC16A5,MOT6_HUMAN,MCT6,none,Y
O15379,HDAC3,HDAC3_HUMAN,none,none,Y
O15381,NVL,NVL_HUMAN,NVL2,none,Y
O15382,BCAT2,BCAT2_HUMAN,BCT2,none,Y
O15382,BCAT2,BCAT2_HUMAN,BCATM,none,Y
O15382,BCAT2,BCAT2_HUMAN,ECA40,none,Y
O15389,SIGLEC5,SIGL5_HUMAN,CD33L2,none,Y
O15389,SIGLEC5,SIGL5_HUMAN,OBBP2,none,Y
O15391,YY2,TYY2_HUMAN,ZNF631,none,Y
O15392,BIRC5,BIRC5_HUMAN,API4,none,Y
O15392,BIRC5,BIRC5_HUMAN,IAP4,none,Y
O15393,TMPRSS2,TMPS2_HUMAN,PRSS10,none,Y
O15394,NCAM2,NCAM2_HUMAN,NCAM21,none,Y
O15397,IPO8,IPO8_HUMAN,RANBP8,none,Y
O15399,GRIN2D,NMDE4_HUMAN,NMDAR2D,none,Y
O15399,GRIN2D,NMDE4_HUMAN,GluN2D,none,Y
O15400,STX7,STX7_HUMAN,none,none,Y
O15403,SLC16A6,MOT7_HUMAN,MCT6,none,Y
O15403,SLC16A6,MOT7_HUMAN,MCT7,none,Y
O15405,TOX3,TOX3_HUMAN,CAGF9,none,Y
O15405,TOX3,TOX3_HUMAN,TNRC9,none,Y
O15409,FOXP2,FOXP2_HUMAN,CAGH44,none,Y
O15409,FOXP2,FOXP2_HUMAN,TNRC10,none,Y
O15417,TNRC18,TNC18_HUMAN,CAGL79,none,Y
O15417,TNRC18,TNC18_HUMAN,KIAA1856,none,Y
O15427,SLC16A3,MOT4_HUMAN,MCT4,none,Y
O15428,PIN1P1,PINL_HUMAN,PIN1L,none,Y
O15431,SLC31A1,COPT1_HUMAN,COPT1,none,Y
O15431,SLC31A1,COPT1_HUMAN,CTR1,none,Y
O15432,SLC31A2,COPT2_HUMAN,COPT2,none,Y
O15432,SLC31A2,COPT2_HUMAN,CTR2,none,Y
O15438,ABCC3,MRP3_HUMAN,MRP3,none,Y
O15438,ABCC3,MRP3_HUMAN,CMOAT2,none,Y
O15438,ABCC3,MRP3_HUMAN,MLP2,none,Y
O15439,ABCC4,MRP4_HUMAN,MRP4,none,Y
O15440,ABCC5,MRP5_HUMAN,MRP5,none,Y
O15442,MPPED1,MPPD1_HUMAN,C22orf1,none,Y
O15442,MPPED1,MPPD1_HUMAN,FAM1A,none,Y
O15444,CCL25,CCL25_HUMAN,TECK,none,Y
O15444,CCL25,CCL25_HUMAN,SCYA25,none,Y
O15446,CD3EAP,RPA34_HUMAN,CAST,none,Y
O15446,CD3EAP,RPA34_HUMAN,ASE1,none,Y
O15446,CD3EAP,RPA34_HUMAN,PAF49,none,Y
O15455,TLR3,TLR3_HUMAN,none,none,Y
O15457,MSH4,MSH4_HUMAN,none,none,Y
O15460,P4HA2,P4HA2_HUMAN,none,UNQ290/PRO330,Y
O15466,ST8SIA5,SIA8E_HUMAN,SIAT8E,none,Y
O15467,CCL16,CCL16_HUMAN,ILINCK,none,Y
O15467,CCL16,CCL16_HUMAN,NCC4,none,Y
O15467,CCL16,CCL16_HUMAN,SCYA16,none,Y
O15479,MAGEB2,MAGB2_HUMAN,none,none,Y
O15480,MAGEB3,MAGB3_HUMAN,none,none,Y
O15481,MAGEB4,MAGB4_HUMAN,none,none,Y
O15482,TEX28P1,TEX28_HUMAN,CXorf2,none,Y
O15482,TEX28P2,TEX28_HUMAN,CXorf2,none,Y
O15482,TEX28,TEX28_HUMAN,CXorf2,none,Y
O15484,CAPN5,CAN5_HUMAN,NCL3,none,Y
O15488,GYG2,GLYG2_HUMAN,none,none,Y
O15492,RGS16,RGS16_HUMAN,RGSR,none,Y
O15496,PLA2G10,PA2GX_HUMAN,none,none,Y
O15498,YKT6,YKT6_HUMAN,none,none,Y
O15499,GSC2,GSC2_HUMAN,GSCL,none,Y
O15503,INSIG1,INSI1_HUMAN,none,none,Y
O15504,NUP42,NUP42_HUMAN,CG1,none,Y
O15504,NUP42,NUP42_HUMAN,NUPL2,none,Y
O15511,ARPC5,ARPC5_HUMAN,ARC16,none,Y
O15514,POLR2D,RPB4_HUMAN,none,none,Y
O15516,CLOCK,CLOCK_HUMAN,BHLHE8,none,Y
O15516,CLOCK,CLOCK_HUMAN,KIAA0334,none,Y
O15519,CFLAR,CFLAR_HUMAN,CASH,none,Y
O15519,CFLAR,CFLAR_HUMAN,MRIT,none,Y
O15519,CFLAR,CFLAR_HUMAN,CLARP,none,Y
O15519,CFLAR,CFLAR_HUMAN,CASP8AP1,none,Y
O15520,FGF10,FGF10_HUMAN,none,none,Y
O15522,NKX2-8,NKX28_HUMAN,NKX2H,none,Y
O15522,NKX2-8,NKX28_HUMAN,NKX-2.8,none,Y
O15522,NKX2-8,NKX28_HUMAN,NKX2G,none,Y
O15523,DDX3Y,DDX3Y_HUMAN,DBY,none,Y
O15524,SOCS1,SOCS1_HUMAN,SSI1,none,Y
O15524,SOCS1,SOCS1_HUMAN,TIP3,none,Y
O15525,MAFG,MAFG_HUMAN,none,none,Y
O15527,OGG1,OGG1_HUMAN,MMH,none,Y
O15527,OGG1,OGG1_HUMAN,MUTM,none,Y
O15527,OGG1,OGG1_HUMAN,OGH1,none,Y
O15528,CYP27B1,CP27B_HUMAN,CYP1ALPHA,none,Y
O15528,CYP27B1,CP27B_HUMAN,CYP27B,none,Y
O15529,GPR42,GPR42_HUMAN,GPR42P,none,Y
O15530,PDPK1,PDPK1_HUMAN,PDK1,none,Y
O15533,TAPBP,TPSN_HUMAN,TAPA,none,Y
O15533,TAPBP,TPSN_HUMAN,NGS17,none,Y
O15534,PER1,PER1_HUMAN,KIAA0482,none,Y
O15534,PER1,PER1_HUMAN,PER,none,Y
O15534,PER1,PER1_HUMAN,RIGUI,none,Y
O15535,ZSCAN9,ZSC9_HUMAN,ZNF193,PIG12,Y
O15537,RS1,XLRS1_HUMAN,XLRS1,none,Y
O15539,RGS5,RGS5_HUMAN,none,none,Y
O15540,FABP7,FABP7_HUMAN,MRG,none,Y
O15540,FABP7,FABP7_HUMAN,BLBP,none,Y
O15540,FABP7,FABP7_HUMAN,FABPB,none,Y
O15541,RNF113A,R113A_HUMAN,ZNF183,none,Y
O15541,RNF113A,R113A_HUMAN,RNF113,none,Y
O15544,LINC01565,GR6_HUMAN,C3orf27,none,Y
O15544,LINC01565,GR6_HUMAN,GR6,none,Y
O15547,P2RX6,P2RX6_HUMAN,P2X6,none,Y
O15547,P2RX6,P2RX6_HUMAN,P2RXL1,none,Y
O15550,KDM6A,KDM6A_HUMAN,UTX,none,Y
O15551,CLDN3,CLD3_HUMAN,CPETR2,none,Y
O15551,CLDN3,CLD3_HUMAN,C7orf1,none,Y
O15552,FFAR2,FFAR2_HUMAN,GPR43,none,Y
O15552,FFAR2,FFAR2_HUMAN,GPCR43,none,Y
O15552,FFAR2,FFAR2_HUMAN,FFA2,none,Y
O15553,MEFV,MEFV_HUMAN,TRIM20,none,Y
O15553,MEFV,MEFV_HUMAN,MEF,none,Y
O15554,KCNN4,KCNN4_HUMAN,IKCA1,none,Y
O15554,KCNN4,KCNN4_HUMAN,KCA4,none,Y
O15554,KCNN4,KCNN4_HUMAN,IK1,none,Y
O15554,KCNN4,KCNN4_HUMAN,SK4,none,Y
O42043,ERVK-18,ENK18_HUMAN,none,none,Y
O43143,DHX15,DHX15_HUMAN,DDX15,none,Y
O43143,DHX15,DHX15_HUMAN,DBP1,none,Y
O43147,SGSM2,SGSM2_HUMAN,KIAA0397,none,Y
O43147,SGSM2,SGSM2_HUMAN,RUTBC1,none,Y
O43148,RNMT,MCES_HUMAN,KIAA0398,none,Y
O43149,ZZEF1,ZZEF1_HUMAN,KIAA0399,none,Y
O43150,ASAP2,ASAP2_HUMAN,DDEF2,none,Y
O43150,ASAP2,ASAP2_HUMAN,KIAA0400,none,Y
O43151,TET3,TET3_HUMAN,KIAA0401,none,Y
O43155,FLRT2,FLRT2_HUMAN,KIAA0405,UNQ232/PRO265,Y
O43156,TTI1,TTI1_HUMAN,SMG10,none,Y
O43156,TTI1,TTI1_HUMAN,KIAA0406,none,Y
O43157,PLXNB1,PLXB1_HUMAN,KIAA0407,none,Y
O43157,PLXNB1,PLXB1_HUMAN,SEP,none,Y
O43157,PLXNB1,PLXB1_HUMAN,PLXN5,none,Y
O43159,RRP8,RRP8_HUMAN,NML,hucep-1,Y
O43159,RRP8,RRP8_HUMAN,KIAA0409,hucep-1,Y
O43164,PJA2,PJA2_HUMAN,KIAA0438,none,Y
O43164,PJA2,PJA2_HUMAN,RNF131,none,Y
O43166,SIPA1L1,SI1L1_HUMAN,E6TP1,none,Y
O43166,SIPA1L1,SI1L1_HUMAN,KIAA0440,none,Y
O43167,ZBTB24,ZBT24_HUMAN,KIAA0441,none,Y
O43167,ZBTB24,ZBT24_HUMAN,ZNF450,none,Y
O43169,CYB5B,CYB5B_HUMAN,CYB5M,none,Y
O43169,CYB5B,CYB5B_HUMAN,OMB5,none,Y
O43172,PRPF4,PRP4_HUMAN,PRP4,none,Y
O43173,ST8SIA3,SIA8C_HUMAN,SIAT8C,none,Y
O43174,CYP26A1,CP26A_HUMAN,CYP26,none,Y
O43174,CYP26A1,CP26A_HUMAN,P450RAI1,none,Y
O43175,PHGDH,SERA_HUMAN,PGDH3,none,Y
O43181,NDUFS4,NDUS4_HUMAN,none,none,Y
O43182,ARHGAP6,RHG06_HUMAN,RHOGAP6,none,Y
O43184,ADAM12,ADA12_HUMAN,MLTN,UNQ346/PRO545,Y
O43186,CRX,CRX_HUMAN,CORD2,none,Y
O43187,IRAK2,IRAK2_HUMAN,none,none,Y
O43189,PHF1,PHF1_HUMAN,PCL1,none,Y
O43193,MLNR,MTLR_HUMAN,MTLR,none,Y
O43193,MLNR,MTLR_HUMAN,MTLR1,none,Y
O43193,MLNR,MTLR_HUMAN,GPR38,none,Y
O43194,GPR39,GPR39_HUMAN,none,none,Y
O43196,MSH5,MSH5_HUMAN,none,none,Y
O43236,SEPTIN4,SEPT4_HUMAN,ARTS,hucep-7,Y
O43236,SEPTIN4,SEPT4_HUMAN,SEPT4,hucep-7,Y
O43236,SEPTIN4,SEPT4_HUMAN,SEP4,hucep-7,Y
O43236,SEPTIN4,SEPT4_HUMAN,PNUTL2,hucep-7,Y
O43237,DYNC1LI2,DC1L2_HUMAN,LIC2,none,Y
O43237,DYNC1LI2,DC1L2_HUMAN,DNCLI2,none,Y
O43240,KLK10,KLK10_HUMAN,PRSSL1,none,Y
O43240,KLK10,KLK10_HUMAN,NES1,none,Y
O43242,PSMD3,PSMD3_HUMAN,none,none,Y
O43246,SLC7A4,CTR4_HUMAN,none,none,Y
O43247,TEX33,TEX33_HUMAN,EAN57,none,Y
O43247,TEX33,TEX33_HUMAN,C22orf33,none,Y
O43248,HOXC11,HXC11_HUMAN,HOX3H,none,Y
O43251,RBFOX2,RFOX2_HUMAN,RTA,none,Y
O43251,RBFOX2,RFOX2_HUMAN,HRNBP2,none,Y
O43251,RBFOX2,RFOX2_HUMAN,FOX2,none,Y
O43251,RBFOX2,RFOX2_HUMAN,RBM9,none,Y
O43252,PAPSS1,PAPS1_HUMAN,PAPSS,none,Y
O43252,PAPSS1,PAPS1_HUMAN,ATPSK1,none,Y
O43255,SIAH2,SIAH2_HUMAN,none,none,Y
O43257,ZNHIT1,ZNHI1_HUMAN,ZNFN4A1,none,Y
O43257,ZNHIT1,ZNHI1_HUMAN,CGBP1,none,Y
O43261,DLEU1,LEU1_HUMAN,LEU1,none,Y
O43261,DLEU1,LEU1_HUMAN,XTP6,none,Y
O43264,ZW10,ZW10_HUMAN,none,none,Y
O43272,PRODH,PROD_HUMAN,POX2,none,Y
O43272,PRODH,PROD_HUMAN,PRODH2,none,Y
O43272,PRODH,PROD_HUMAN,PIG6,none,Y
O43278,SPINT1,SPIT1_HUMAN,HAI1,UNQ223/PRO256,Y
O43280,TREH,TREA_HUMAN,TREA,none,Y
O43281,EFS,EFS_HUMAN,CASS3,none,Y
O43283,MAP3K13,M3K13_HUMAN,LZK,none,Y
O43286,B4GALT5,B4GT5_HUMAN,none,none,Y
O43290,SART1,SNUT1_HUMAN,none,none,Y
O43291,SPINT2,SPIT2_HUMAN,HAI2,none,Y
O43291,SPINT2,SPIT2_HUMAN,KOP,none,Y
O43292,GPAA1,GPAA1_HUMAN,GAA1,none,Y
O43293,DAPK3,DAPK3_HUMAN,ZIPK,none,Y
O43294,TGFB1I1,TGFI1_HUMAN,ARA55,none,Y
O43295,SRGAP3,SRGP3_HUMAN,MEGAP,none,Y
O43295,SRGAP3,SRGP3_HUMAN,KIAA1156,none,Y
O43295,SRGAP3,SRGP3_HUMAN,ARHGAP14,none,Y
O43295,SRGAP3,SRGP3_HUMAN,SRGAP2,none,Y
O43295,SRGAP3,SRGP3_HUMAN,KIAA0411,none,Y
O43296,ZNF264,ZN264_HUMAN,KIAA0412,none,Y
O43298,ZBTB43,ZBT43_HUMAN,ZNF297B,none,Y
O43298,ZBTB43,ZBT43_HUMAN,KIAA0414,none,Y
O43298,ZBTB43,ZBT43_HUMAN,ZBTB22B,none,Y
O43299,AP5Z1,AP5Z1_HUMAN,KIAA0415,none,Y
O43299,AP5Z1,AP5Z1_HUMAN,SPG48,none,Y
O43300,LRRTM2,LRRT2_HUMAN,KIAA0416,none,Y
O43300,LRRTM2,LRRT2_HUMAN,LRRN2,none,Y
O43301,HSPA12A,HS12A_HUMAN,KIAA0417,none,Y
O43303,CCP110,CP110_HUMAN,KIAA0419,none,Y
O43303,CCP110,CP110_HUMAN,CP110,none,Y
O43303,CCP110,CP110_HUMAN,CEP110,none,Y
O43304,SEC14L5,S14L5_HUMAN,KIAA0420,none,Y
O43306,ADCY6,ADCY6_HUMAN,KIAA0422,none,Y
O43307,ARHGEF9,ARHG9_HUMAN,KIAA0424,none,Y
O43307,ARHGEF9,ARHG9_HUMAN,ARHDH9,none,Y
